Date,Value
2013-02-22,2413130.02195
2013-02-21,1711160.76818
2013-02-20,2938056.6908
2013-02-19,1461527.9526
2013-02-18,2571787.89393
2013-02-17,517118.5437
2013-02-16,1537991.91539
2013-02-15,764706.205193
2013-02-14,2173200.759
2013-02-13,3899267.07286
2013-02-12,2220697.25163
2013-02-11,1348915.8249
2013-02-10,751784.868632
2013-02-09,1258169.45211
2013-02-08,1206092.751
2013-02-07,1206092.74153
2013-02-06,1206092.74153
2013-02-05,0.0
2013-02-04,775701.455689
2013-02-03,933639.857834
2013-02-02,0.0
2013-02-01,1940971.18847
2013-01-31,1100175.27516
2013-01-30,0.0
2013-01-29,985244.232915
2013-01-28,1886961.87577
2013-01-27,0.0
2013-01-26,586354.508299
2013-01-25,620998.956208
2013-01-24,0.0
2013-01-23,1933937.43764
2013-01-22,930942.435008
2013-01-21,0.0
2013-01-20,937247.655082
2013-01-19,436124.63056
2013-01-18,0.0
2013-01-17,1083797.5313
2013-01-16,817603.172092
2013-01-15,0.0
2013-01-14,729209.732247
2013-01-13,321845.760168
2013-01-12,0.0
2013-01-11,635707.836607
2013-01-10,525216.270545
2013-01-09,0.0
2013-01-08,413792.028281
2013-01-07,642299.332015
2013-01-06,0.0
2013-01-05,221086.872899
2013-01-04,330088.300961
2013-01-03,0.0
2013-01-02,289720.324444
2013-01-01,185387.359079
2012-12-31,0.0
2012-12-30,245873.589133
2012-12-29,91013.4353746
2012-12-28,0.0
2012-12-27,295265.031557
2012-12-26,261103.300518
2012-12-25,0.0
2012-12-24,205264.915534
2012-12-23,217806.809791
2012-12-22,0.0
2012-12-21,255538.450503
2012-12-20,392136.452155
2012-12-19,0.0
2012-12-18,358371.292039
2012-12-17,382479.855314
2012-12-16,0.0
2012-12-15,271442.248372
2012-12-14,623933.435799
2012-12-13,481296.666
2012-12-12,481292.800872
2012-12-11,371502.935643
2012-12-10,0.0
2012-12-09,332645.708986
2012-12-08,365629.40444
2012-12-07,0.0
2012-12-06,641634.975539
2012-12-05,421549.667703
2012-12-04,0.0
2012-12-03,453902.331796
2012-12-02,318586.58009
2012-12-01,0.0
2012-11-30,209191.991172
2012-11-29,331048.971461
2012-11-28,0.0
2012-11-27,389726.803117
2012-11-26,560148.264965
2012-11-25,0.0
2012-11-24,311167.173914
2012-11-23,273890.923938
2012-11-22,0.0
2012-11-21,632633.311348
2012-11-20,238923.452636
2012-11-19,0.0
2012-11-18,251963.013766
2012-11-17,185891.6868
2012-11-16,0.0
2012-11-15,800300.483125
2012-11-14,309778.412311
2012-11-13,0.0
2012-11-12,183274.895345
2012-11-11,446622.788449
2012-11-10,0.0
2012-11-09,155136.110301
2012-11-08,201205.421012
2012-11-07,0.0
2012-11-06,371817.893804
2012-11-05,255683.318325
2012-11-04,0.0
2012-11-03,124956.25925
2012-11-02,173907.599918
2012-11-01,0.0
2012-10-31,362027.444785
2012-10-30,388650.382908
