index,id,Date,ave_block_size,difficulty,hash_rate,market_price,miners_rev,transaction,ex_trage_vol,symbol
1,1,2014/1/1,0.168741781,1180923195,11740.80209,732,2775832.62,48424,5801531.88,1
2,2,2014/1/2,0.189940347,1418481395,11493.6341,806.21,3296592.69,63821,15945573.44,2
3,3,2014/1/3,0.196643043,1418481395,10435.93771,822.38,3468549.239,60980,10067025.95,3
4,4,2014/1/4,0.159482744,1418481395,10435.93771,807.39,4043648,55761,11996329.8,4
5,5,2014/1/5,0.199986549,1418481395,12480.81739,934.21,4160971.34,67597,26853239.57,5
6,6,2014/1/6,0.203092995,1418481395,13185.94832,867.38,4914913.512,67358,19755518.76,6
7,7,2014/1/7,0.152785398,1418481395,13185.94832,915.69,4076107.31,62884,23700401.37,7
8,8,2014/1/8,0.149579333,1418481395,12762.86976,809.17,3671204.29,58365,13678077.9,8
9,9,2014/1/9,0.141840527,1418481395,14243.64471,827.46,4930974.514,59031,15341573.78,9
10,10,2014/1/10,0.135885874,1418481395,14243.64471,826.28,4626025.95,56464,20915435.6,10
11,11,2014/1/11,0.131477617,1418481395,13397.4876,851,4051611,49308,11171979.19,11
12,12,2014/1/12,0.126423488,1789546951,18058.64887,807.83,5090195.225,50537,13419687.13,12
13,13,2014/1/13,0.172734248,1789546951,18058.64887,844.04,3169736.5,55579,10317975.42,13
14,14,2014/1/14,0.170319596,1789546951,15211.96531,847.7,3640023.8,60392,10885454.74,14
15,15,2014/1/15,0.162223957,1789546951,17791.77229,830.9,4217005.955,61612,6073510.138,15
16,16,2014/1/16,0.186780356,1789546951,17791.77229,841.83,3044327,58397,10334044.11,16
17,17,2014/1/17,0.147974096,1789546951,14500.29442,801.53,3275853.11,53290,8248056.825,17
18,18,2014/1/18,0.144555443,1789546951,16368.43051,833,3693311.746,51573,6486746.497,18
19,19,2014/1/19,0.171692421,1789546951,16368.43051,811.2,3815931.36,58819,4483770.096,19
20,20,2014/1/20,0.204550111,1789546951,15300.92417,822.56,3550168.96,71521,6338548.322,20
21,21,2014/1/21,0.219995355,1789546951,16902.18368,813.05,3904490.234,72577,6932278.286,21
22,22,2014/1/22,0.176345145,1789546951,16902.18368,824.78,3630947.32,63527,6349164.688,22
23,23,2014/1/23,0.164273549,2193847870,21375.12675,789.1,3879215.6,67893,11907988.68,23
24,24,2014/1/24,0.170937063,2193847870,16903.79922,806,4577168.705,65600,6997182.459,24
25,25,2014/1/25,0.156734014,2193847870,16903.79922,780.02,3316174.47,51630,12279425.85,25
26,26,2014/1/26,0.184722071,2193847870,17558.13983,777,3136749,60746,11258300.04,26
27,27,2014/1/27,0.187405557,2193847870,18103.42368,800.2,6040771.824,64374,23185647.73,27
28,28,2014/1/28,0.178687657,2193847870,18103.42368,747.57,3184666.8,61786,18826062.79,28
29,29,2014/1/29,0.183172679,2193847870,17449.08306,799.37,3207871.81,60919,10211352.29,29
30,30,2014/1/30,0.174558835,2193847870,20066.44552,802.5,4021343.526,60799,6958858.428,30
31,31,2014/1/31,0.143849668,2193847870,20066.44552,800,4028542.63,56840,10507896,31
32,32,2014/2/1,0.154322308,2193847870,19412.10491,819.57,3654462.63,50400,3673585.279,32
33,33,2014/2/2,0.158543183,2193847870,21157.01322,813.8,4381020.869,52483,4536817.259,33
34,34,2014/2/3,0.203919281,2193847870,21157.01322,814.34,3428753.9,65812,3317735.168,34
35,35,2014/2/4,0.207183314,2621404453,22283.13349,800,3430400,67952,4349131.191,35
36,36,2014/2/5,0.220943661,2621404453,21761.8906,778,4108104.597,67529,15753523.04,36
37,37,2014/2/6,0.226878802,2621404453,21761.8906,781,3075109.2,71870,6591101.11,37
38,38,2014/2/7,0.186607688,2621404453,22804.37638,707,3101609,64069,8449899.911,38
39,39,2014/2/8,0.186857176,2621404453,19676.91905,710,4306013.779,65009,12373413.32,39
40,40,2014/2/9,0.21100187,2621404453,19676.91905,680.8,2552270,67622,9466292.528,40
41,41,2014/2/10,0.174811312,2621404453,21761.8906,670,2804620,62872,17486897.83,41
42,42,2014/2/11,0.199333372,2621404453,21761.8906,667.01,3177455.329,67229,23622517.17,42
43,43,2014/2/12,0.208923631,2621404453,21761.8906,675.1,2861830.86,66888,27029485.03,43
44,44,2014/2/13,0.215129887,2621404453,24889.34793,672.1,3220703.2,76660,51070232.99,44
45,45,2014/2/14,0.224743874,2621404453,23455.92999,651.42,3351094.459,74889,14306450.62,45
46,46,2014/2/15,0.142173812,2621404453,23455.92999,670.29,3015246,56785,46055404.7,46
47,47,2014/2/16,0.171540978,3129573175,25824.93977,642,2672004,57119,18743382.26,47
48,48,2014/2/17,0.21675129,3129573175,25980.5117,626.77,2812243.331,60853,10145711.07,48
49,49,2014/2/18,0.191648323,3129573175,25980.5117,629.96,2987376.84,66351,12629318.39,49
50,50,2014/2/19,0.228113102,3129573175,26602.7994,582.7,2499200.3,71666,17953764.66,50
51,51,2014/2/20,0.22649852,3129573175,26136.08362,566.16,3495121.255,71144,21045093.31,51
52,52,2014/2/21,0.191747997,3129573175,26136.08362,563,2483565.76,59691,19683088.04,52
53,53,2014/2/22,0.183935097,3129573175,28314.09059,626.77,2858697.97,58632,11013569.07,53
54,54,2014/2/23,0.209843183,3129573175,28314.09059,545,3270586.352,60198,25554791.21,54
55,55,2014/2/24,0.276148594,3129573175,28314.09059,611.05,2253504,84004,12599747.12,55
56,56,2014/2/25,0.221302006,3129573175,28158.51867,585.38,2657039.82,71527,29824414.56,56
57,57,2014/2/26,0.230930489,3129573175,28314.09059,585.17,3619080.477,71897,14560568,57
58,58,2014/2/27,0.199571782,3129573175,28314.09059,585.21,2725128.55,71658,28862469.42,58
59,59,2014/2/28,0.265275169,3815723799,28072.73751,571.5,2122551,63344,12629466.55,59
60,60,2014/3/1,0.261243556,3815723799,28262.41817,559.88,2801268.272,63402,2667620.875,60
61,61,2014/3/2,0.295148292,3815723799,28262.41817,567.48,2375406,72585,8103483.88,61
62,62,2014/3/3,0.365622665,3815723799,26365.61158,677.61,2366891.73,85916,27726273.46,62
63,63,2014/3/4,0.357354906,3815723799,30538.58608,664.85,3372548.866,84600,10069481.67,63
64,64,2014/3/5,0.250716645,3815723799,30538.58608,673.28,2670129.28,71619,18874058.24,64
65,65,2014/3/6,0.229143417,3815723799,31676.67003,621.3,2602004.4,69559,11533475.21,65
66,66,2014/3/7,0.249044169,3815723799,33194.1153,609,4662565.819,72345,7378972.862,66
67,67,2014/3/8,0.207559871,3815723799,33194.1153,631.99,2623414.88,61289,13570695.99,67
68,68,2014/3/9,0.227688344,3815723799,31297.30871,621.99,2574416.61,66786,6763274.884,68
69,69,2014/3/10,0.278178805,3815723799,31866.35069,622.9,2907116.532,70884,5391617.991,69
70,70,2014/3/11,0.246250067,3815723799,31866.35069,629.33,2707735.7,76019,8456225.397,70
71,71,2014/3/12,0.240805135,4250217920,35706.23191,642.61,2724023.79,75356,4786086.216,71
72,72,2014/3/13,0.256820778,4250217920,29367.84755,636.47,4140207.62,72805,5350789.635,72
73,73,2014/3/14,0.194363948,4250217920,29367.84755,641.01,2790767.94,65898,4313170.397,73
74,74,2014/3/15,0.17121318,4250217920,33382.15765,634.94,2514362.4,58730,2073449.098,74
75,75,2014/3/16,0.16749045,4250217920,37607.74722,624.7,4518329.044,59332,4399818.749,75
76,76,2014/3/17,0.182343799,4250217920,37607.74722,634.99,2279145,57881,2090545.828,76
77,77,2014/3/18,0.202190288,4250217920,32748.31921,608.41,2364889.67,67419,4424994.834,77
78,78,2014/3/19,0.222877025,4250217920,35283.67296,590,2778419.646,73804,6173088.604,78
79,79,2014/3/20,0.230752186,4250217920,35283.67296,611.2,2633154.6,73981,4331268.8,79
80,80,2014/3/21,0.231105024,4250217920,37185.18827,557,2458598,69139,7773411.463,80
81,81,2014/3/22,0.243031941,4250217920,43312.29315,567.13,2932911.13,66673,3768574.276,81
82,82,2014/3/23,0.179593264,4250217920,43312.29315,563.01,2852564,67382,7669603.725,82
83,83,2014/3/24,0.250615139,5006860589,37582.75087,580.02,2197695.78,72484,7230990.789,83
84,84,2014/3/25,0.246535318,5006860589,39324.9976,585.7,2453784.169,71883,6384680.233,84
85,85,2014/3/26,0.236893728,5006860589,39324.9976,585.79,2178597.6,70940,4709236.105,85
86,86,2014/3/27,0.208491565,5006860589,45547.30735,503,2307261,69155,21660004.82,86
87,87,2014/3/28,0.220066586,5006860589,42560.59867,499.94,2543758.804,67079,6383424.665,87
88,88,2014/3/29,0.209565944,5006860589,42560.59867,499.6,1677089.7,55333,17766055.78,88
89,89,2014/3/30,0.202156311,5006860589,41813.9215,457,1924427,63096,9899400.515,89
90,90,2014/3/31,0.209375431,5006860589,44551.73779,479.51,2793367.559,65448,11933723.04,90
91,91,2014/4/1,0.199054965,5006860589,44551.73779,457.49,2063910,66756,9510860.258,91
92,92,2014/4/2,0.168388761,5006860589,51769.6171,446.31,2326614.03,67292,13651170.15,92
93,93,2014/4/3,0.174450751,5006860589,50027.37037,446.01,2761931.338,67075,7827738.076,93
94,94,2014/4/4,0.186048588,5006860589,50027.37037,448.72,2027406.08,59610,12067476.32,94
95,95,2014/4/5,0.203023763,6119726089,43198.27922,459.67,1635965.53,47456,2858575.746,95
96,96,2014/4/6,0.212449854,6119726089,44415.13216,447.74,2355981.896,50010,3185471.989,96
97,97,2014/4/7,0.259209822,6119726089,44415.13216,458,1777684.05,70101,2459524.12,97
98,98,2014/4/8,0.244460764,6119726089,44110.91892,443.1,1611997.8,64278,3635252.102,98
99,99,2014/4/9,0.243824236,6119726089,53237.31594,401,2150368.595,65153,14696324.82,99
100,100,2014/4/10,0.24483216,6119726089,53237.31594,441.93,1600254.61,66874,3539452.724,100
101,101,2014/4/11,0.179252398,6119726089,48674.11743,424.98,1703744.82,51907,5630343.872,101
102,102,2014/4/12,0.17004623,6119726089,60538.43356,405,2110702.143,47740,3924022.199,102
103,103,2014/4/13,0.201931089,6119726089,60538.43356,423.37,2068130.96,64331,4624978.554,103
104,104,2014/4/14,0.216079683,6119726089,59321.58062,489.91,2396149.81,74882,14255961.11,104
105,105,2014/4/15,0.241621071,6119726089,45327.77186,511.5,2905406.245,72809,17293604.99,105
106,106,2014/4/16,0.219337929,6119726089,45327.77186,523,2160675,67212,17021803.81,106
107,107,2014/4/17,0.196252982,6978842650,54119.54337,479.98,1877681.76,56600,5910268.099,107
108,108,2014/4/18,0.205560269,6978842650,56547.98442,499.9,2772367.991,56996,4766233.25,108
109,109,2014/4/19,0.169022852,6978842650,56547.98442,482.11,2130809.4,49394,5372537.418,109
110,110,2014/4/20,0.179806596,6978842650,61404.86652,496.5,2202474,57961,4077741.383,110
111,111,2014/4/21,0.190698409,6978842650,53425.70307,493.33,2803733.642,58110,3319630.72,111
112,112,2014/4/22,0.21533492,6978842650,53425.70307,498.38,2138759.7,72147,4176593.849,112
113,113,2014/4/23,0.247278389,6978842650,50997.26202,491.6,1813512.4,67659,2950180.155,113
114,114,2014/4/24,0.279837377,6978842650,56894.90457,459.15,2506178.885,72694,14864619.05,114
115,115,2014/4/25,0.177580271,6978842650,56894.90457,502.15,2068904.8,58437,3993448.305,115
116,116,2014/4/26,0.178625621,6978842650,57935.66502,440.1,1842258.6,50392,3004849.99,116
117,117,2014/4/27,0.181005921,6978842650,57588.74487,447,2695330.384,52629,7435225.807,117
118,118,2014/4/28,0.224378465,6978842650,57588.74487,438.8,1773787.4,64207,3607646.856,118
119,119,2014/4/29,0.241506439,8000872136,58067.92463,449,1644238,63947,6613111.097,119
120,120,2014/4/30,0.268898348,8000872136,66817.88587,460.01,1798323.61,63657,4875835.144,120
121,121,2014/5/1,0.190701272,8000872136,66817.88587,452.03,1906840.11,60401,4861252.668,121
122,122,2014/5/2,0.199040916,8000872136,57272.47361,434.5,1568979.5,56112,3330775.195,122
123,123,2014/5/3,0.203527063,8000872136,60454.2777,436.21,1824628.311,54157,2183121.321,123
124,124,2014/5/4,0.264352814,8000872136,60454.27769,440,1342102.71,63433,3269631.2,124
125,125,2014/5/5,0.214856727,8000872136,73976.94507,430.33,2007489.45,76736,3589800.169,125
126,126,2014/5/6,0.219220351,8000872136,64829.25832,446.65,2583817.441,77228,4859661.748,126
127,127,2014/5/7,0.23056501,8000872136,64829.25832,428.01,1727589.5,68393,3441714.012,127
128,128,2014/5/8,0.221448628,8000872136,66022.43485,452.02,1882663.3,67693,3479164.128,128
129,129,2014/5/9,0.217087771,8000872136,70397.41547,452.42,2305086.14,66293,1987268.042,129
130,130,2014/5/10,0.177765576,8000872136,70397.41547,449,1809165,51666,4082047.58,130
131,131,2014/5/11,0.240071637,8853416309,69096.59676,441.5,1738185.5,70064,2146397.567,131
132,132,2014/5/12,0.25659236,8853416309,74817.97102,438.95,2174293.306,74418,2631621.402,132
133,133,2014/5/13,0.248764865,8853416309,74817.97102,442.45,1683457.38,70031,2031951.625,133
134,134,2014/5/14,0.238718998,8853416309,73057.54817,448.99,1868696.38,72761,2812034.169,134
135,135,2014/5/15,0.247333789,8853416309,80099.23956,449.51,2329797.593,74893,1673318.644,135
136,136,2014/5/16,0.177015622,8853416309,80099.23956,446.53,2058582.72,55577,2454588.806,136
137,137,2014/5/17,0.20180862,8853416309,67776.27963,447.14,1725066.12,50661,1040708.526,137
138,138,2014/5/18,0.185464157,8853416309,77898.711,446.42,2674403.248,49912,1830522.701,138
139,139,2014/5/19,0.219858585,8853416309,77898.711,446.89,2176239.87,69552,1116943.459,139
140,140,2014/5/20,0.238531761,8853416309,78338.81671,494.87,2208604.81,71120,5867533.835,140
141,141,2014/5/21,0.236798091,8853416309,73497.65388,523.84,2679568.528,68905,8273162.576,141
142,142,2014/5/22,0.259377353,8853416309,73497.65388,493.97,2089836.14,74593,3521976.462,142
143,143,2014/5/23,0.186036927,10455720139,87319.1201,521.52,2196642.24,58146,4227327.361,143
144,144,2014/5/24,0.192923597,10455720139,78483.25676,575,2351556.703,52872,11020114.34,144
145,145,2014/5/25,0.215225959,10455720138,78483.25676,527.91,2473824,65795,2968812.746,145
146,146,2014/5/26,0.290471447,10455720139,67048.61008,581.87,1883513.19,67040,11110797.86,146
147,147,2014/5/27,0.296760824,10455720139,91996.9301,574.33,2171401.393,68524,5211005.778,147
148,148,2014/5/28,0.280177393,10455720138,91996.9301,572.7,1867016,65930,11364807.7,148
149,149,2014/5/29,0.223721522,10455720139,84720.33676,609.03,2489105.61,66935,10417485.63,149
150,150,2014/5/30,0.220130371,10455720139,79003.01342,620.45,2667113.681,65127,8690735.142,150
151,151,2014/5/31,0.183154751,10455720138,79003.01342,621.3,3027285.3,52976,13980467.75,151
152,152,2014/6/1,0.194410031,10455720139,93036.44344,631.49,2832232.65,61179,13128228.49,152
153,153,2014/6/2,0.199626907,10455720139,97714.25344,673.9,3650788.783,64434,15062190.49,153
154,154,2014/6/3,0.198336898,10455720138,97714.25344,662,2957055.42,66435,13311959.4,154
155,155,2014/6/4,0.258031358,10455720139,75364.71675,658.72,2395764.64,66695,7171685.024,155
156,156,2014/6/5,0.262957599,11756551917,86494.36212,655.75,2708518.434,66945,3423735.09,156
157,157,2014/6/6,0.191754871,11756551917,86494.36212,661.48,2508586.2,53216,7112332.182,157
158,158,2014/6/7,0.188956833,11756551917,87663.20486,652,2450216,47730,1650470.76,158
159,159,2014/6/8,0.228370228,11756551917,79481.30574,650.93,2503351.83,48308,3773083.543,159
160,160,2014/6/9,0.217348982,11756551917,79481.30574,657.11,2883561.93,65460,1707138.925,160
161,161,2014/6/10,0.240593564,11756551917,85325.51939,639.99,2342363.4,61611,4917376.856,161
162,162,2014/6/11,0.251775747,11756551917,90585.31168,617,2732109.187,62827,5290172.339,162
163,163,2014/6/12,0.221003623,11756551917,90585.31168,624.97,2451384,65091,6450427.865,163
164,164,2014/6/13,0.185908952,11756551917,102858.1604,557.92,2459869.28,58961,8696987.115,164
165,165,2014/6/14,0.17553923,11756551917,108702.374,560.49,3378320.33,53596,3812291.511,165
166,166,2014/6/15,0.183299844,11756551917,108702.374,572.28,3026170,65347,9358300.265,166
167,167,2014/6/16,0.20643575,11756551917,104027.0031,597.65,2666116.65,67270,3078078.833,167
168,168,2014/6/17,0.21461963,13462580115,113768.8429,604.6,3465497.663,70077,5370642.476,168
169,169,2014/6/18,0.227848009,13462580115,113768.8429,608,2288559.84,62320,3965892.8,169
170,170,2014/6/19,0.187374543,13462580115,123807.2702,593.33,2750677.88,59884,4531653.298,170
171,171,2014/6/20,0.178434683,13462580115,126484.1841,590.99,3429551.416,57381,2181393.924,171
172,172,2014/6/21,0.159856816,13462580115,126484.1841,593.48,2881450.72,50429,4253524.573,172
173,173,2014/6/22,0.20040625,13462580115,105738.101,591.5,2341748.5,56648,2906661.944,173
174,174,2014/6/23,0.204360852,13462580115,132507.2405,585.54,3540092.794,60216,2312887.338,174
175,175,2014/6/24,0.19587506,13462580115,132507.2405,588.25,2642787,63760,3115477.885,175
176,176,2014/6/25,0.204508185,13462580115,114438.0713,569,2438734,62354,3089629.111,176
177,177,2014/6/26,0.205764573,13462580115,125145.7271,588.97,2992633.065,61432,4008598.564,177
178,178,2014/6/27,0.170599285,13462580115,125145.7271,577.34,2796722.72,56883,2689215.08,178
179,179,2014/6/28,0.180069474,16818461371,145472.7434,596,2597368,52251,986521.4977,179
180,180,2014/6/29,0.197187127,16818461371,104506.2812,620,2867568.692,49922,7341093.031,180
181,181,2014/6/30,0.3124462,16818461371,104506.2812,599.99,2265705.9,71054,1005979.233,181
182,182,2014/7/1,0.277716445,16818461371,116210.9847,654,2281152,67724,4473747.89,182
183,183,2014/7/2,0.291681109,16818461371,111194.6832,644.04,2261661.309,66728,2873518.205,183
184,184,2014/7/3,0.205818897,16818461371,111194.6832,650.49,2548314.9,61901,3432108.833,184
185,185,2014/7/4,0.171037988,16818461371,127079.6379,632.78,2409626.24,48515,1483175.518,185
186,186,2014/7/5,0.184142803,16818461371,124571.4872,634.49,2603938.922,49954,2033092.691,186
187,187,2014/7/6,0.240252804,16818461371,124571.4872,631,2167600.3,59986,1153436.45,187
188,188,2014/7/7,0.252847448,16818461371,135440.1404,623.7,2533469.4,70042,1898911.716,188
189,189,2014/7/8,0.285394313,16818461371,132931.9897,624.84,2661544.471,70117,1504875.442,189
190,190,2014/7/9,0.232634006,16818461371,132931.9897,624.97,2392970.58,64146,1672213.48,190
191,191,2014/7/10,0.233491039,16818461371,125407.5374,630.31,2370595.91,59949,3164691.204,191
192,192,2014/7/11,0.233474308,16818461371,137948.2912,631.98,2721173.496,59077,3241515.398,192
193,193,2014/7/12,0.207665462,16818461371,137948.2912,634,2434643.1,53123,3827432.64,193
194,194,2014/7/13,0.224322773,17336316979,124959.9838,622.8,2264500.8,59877,2119002.357,194
195,195,2014/7/14,0.263035459,17336316979,118927.4328,623.17,2324693.388,62761,2130092.223,195
196,196,2014/7/15,0.224315285,17336316979,118927.4328,621.21,2562788.76,67767,2372823.413,196
197,197,2014/7/16,0.221543613,17336316979,147366.6015,626,2683662,68638,4091992.926,197
198,198,2014/7/17,0.226245488,17336316979,137025.0856,629.86,3002451.267,66233,2412825.535,198
199,199,2014/7/18,0.189716339,17336316979,137025.0856,625.8,2719265.2,58490,3076388.994,199
200,200,2014/7/19,0.191417991,17336316979,146504.8085,623.77,2656636.43,54742,1011690.671,200
201,201,2014/7/20,0.214038097,17336316979,128407.1557,619.14,2983207.373,52001,2279965.493,201
202,202,2014/7/21,0.261688953,17336316979,128407.1557,627,2227013.58,66921,918987.63,202
203,203,2014/7/22,0.254008959,17336316979,125821.7767,622.01,2277178.61,68901,1821393.437,203
204,204,2014/7/23,0.260616226,17336316979,128407.1557,601.18,2487264.27,66883,6237962.004,204
205,205,2014/7/24,0.235249544,17336316979,128407.1557,620.43,2371191.65,63135,2498800.438,205
206,206,2014/7/25,0.223853711,18736441558,130395.0986,595.88,2090942.92,57528,2386789.842,206
207,207,2014/7/26,0.228282336,18736441558,149954.3634,592.51,2326825.301,56333,2257131.113,207
208,208,2014/7/27,0.255737087,18736441558,149954.3634,595.9,2000946.64,59561,2146515.226,208
209,209,2014/7/28,0.23803821,18736441558,138777.6407,581.5,2171902.5,64697,2815216.594,209
210,210,2014/7/29,0.241562812,18736441558,162993.8733,573.48,2587762.305,61607,4145810.979,210
211,211,2014/7/30,0.248131015,18736441558,162993.8733,585.5,2262546,67721,2393816.75,211
212,212,2014/7/31,0.246508979,18736441558,142503.215,601.94,2308439.9,69283,7216949.141,212
213,213,2014/8/1,0.24328879,18736441558,157405.5119,591.59,2902813.906,67915,2711525.266,213
214,214,2014/8/2,0.191536408,18736441558,157405.5119,595.76,2245920.32,52550,7133219.166,214
215,215,2014/8/3,0.252263161,18736441558,125738.1308,593.94,2010486.9,63052,2323087.959,215
216,216,2014/8/4,0.301305523,18736441558,122943.9502,580.21,2137667.011,67847,4052712.01,216
217,217,2014/8/5,0.28992383,18736441558,122943.9502,588.5,2231599.2,78820,3102683.815,217
218,218,2014/8/6,0.248574014,18736441558,146228.7892,587.24,2311376.64,70732,3166937.845,218
219,219,2014/8/7,0.249787056,19729645941,157903.3291,589.3,2541691.973,69913,2961285.448,219
220,220,2014/8/8,0.198908734,19729645941,157903.3291,585.02,2551035.74,62960,2590252.103,220
221,221,2014/8/9,0.190455117,19729645941,175557.1175,588.99,2641031.16,58486,1745276.31,221
222,222,2014/8/10,0.206576147,19729645941,178499.4155,578.97,3264322.66,57913,2371659.35,222
223,223,2014/8/11,0.237252567,19729645941,178499.4155,590.74,2584002.98,78844,1891342.721,223
224,224,2014/8/12,0.276210937,19729645941,153980.265,550.14,2165901.18,75011,13355520.18,224
225,225,2014/8/13,0.316760731,19729645941,166730.2233,521.66,2411608.846,75738,12855082.69,225
226,226,2014/8/14,0.234533538,19729645941,166730.2233,549.98,2034983.6,69698,14029610.31,226
227,227,2014/8/15,0.302976486,19729645941,167710.9893,509,2183101,75339,6187407.026,227
228,228,2014/8/16,0.310691873,19729645941,161826.3932,491.88,2233906.719,67974,6020978.092,228
229,229,2014/8/17,0.209377872,19729645941,161826.3932,523.88,2053013.15,67980,6616986.832,229
230,230,2014/8/18,0.193883507,19729645941,202037.8,487.5,2516475,75458,8989449.079,230
231,231,2014/8/19,0.221730554,23844670039,187281.3463,507.3,2809058.541,74740,8069204.962,231
232,232,2014/8/20,0.246199006,23844670039,187281.3463,490,2214059.58,75470,8730383.9,232
233,233,2014/8/21,0.230780708,23844670039,190837.3213,518.25,2091138.75,68234,8286029.155,233
234,234,2014/8/22,0.247983344,23844670039,186096.0214,503.88,2285706.483,66998,4840024.884,234
235,235,2014/8/23,0.196922605,23844670039,186096.0214,515.69,2098161,55023,7882218.512,235
236,236,2014/8/24,0.273807127,23844670039,158833.5469,503.79,1694749.56,66411,2916764.294,236
237,237,2014/8/25,0.290531518,23844670039,196763.9462,512.79,2028245.655,69894,3517602.571,237
238,238,2014/8/26,0.245152941,23844670039,196763.9462,501.55,2077894.24,74318,2881655.525,238
239,239,2014/8/27,0.21311604,23844670039,214543.8208,509.39,2310083.65,69208,4062969.757,239
240,240,2014/8/28,0.224507931,23844670039,196763.9462,511.99,2782169.674,68628,3752062.199,240
241,241,2014/8/29,0.193008822,23844670039,196763.9462,506.61,2171218.92,63834,3601875.514,241
242,242,2014/8/30,0.169064395,23844670039,231138.3705,477.98,2334454.32,59751,4680272.993,242
243,243,2014/8/31,0.17960342,27428630902,204522.6957,482.59,2985880.983,57755,4469424.454,243
244,244,2014/9/1,0.273700781,27428630902,204522.6957,478.87,1734368.9,71539,5403358.377,244
245,245,2014/9/2,0.245162322,27428630902,216794.0574,472.76,1884421.36,72036,2489654.969,245
246,246,2014/9/3,0.238546462,27428630902,227701.9345,486,2527781.155,71868,5008741.256,246
247,247,2014/9/4,0.242592632,27428630902,227701.9345,474.5,1814873.85,67048,2251445.56,247
248,248,2014/9/5,0.217119177,27428630902,229065.4191,481.09,2025388.9,67529,1606067.513,248
249,249,2014/9/6,0.195681615,27428630902,223611.4806,480.62,2714423.529,63369,1387220.616,249
250,250,2014/9/7,0.254446846,27428630902,223611.4806,479.59,1828275.96,71754,1332257.857,250
251,251,2014/9/8,0.318603761,27428630902,179979.9722,466.48,1545448.24,79868,3335590.916,251
252,252,2014/9/9,0.352552795,27428630902,212703.6035,485.03,1995752.895,81812,6346407.796,252
253,253,2014/9/10,0.219272814,27428630902,212703.6035,473.35,1904140,67673,4312800.721,253
254,254,2014/9/11,0.21879503,27428630902,219521.0267,470.43,1898185.05,66303,3468571.793,254
255,255,2014/9/12,0.242384714,27428630902,241336.7809,479.86,2155557.165,68384,2844690.849,255
256,256,2014/9/13,0.224988735,27428630902,241336.7809,474.62,2025587.4,66033,2895656.62,256
257,257,2014/9/14,0.289065303,29829733124,219460.9233,475.3,1763838.3,74142,2524429.506,257
258,258,2014/9/15,0.289002386,29829733124,250600.6489,468,2259751.945,78666,2796018.22,258
259,259,2014/9/16,0.219028998,29829733124,250600.6489,470.83,2122176,79784,2918242.006,259
260,260,2014/9/17,0.227428658,29829733124,274326.1542,428.19,1985517.03,79754,6474529.07,260
261,261,2014/9/18,0.236702961,29829733124,240220.7404,398.89,2423050.762,77364,13959017.81,261
262,262,2014/9/19,0.197116565,29829733124,240220.7404,425.56,1801037.04,62315,9378125.298,262
263,263,2014/9/20,0.200344947,29829733124,259497.7134,406.3,1781219.2,63151,5180652.93,263
264,264,2014/9/21,0.217996268,29829733124,232806.52,400.98,1959830.141,59800,4898291.212,264
265,265,2014/9/22,0.262880654,29829733124,232806.52,401.15,1601478,71140,5718501.561,265
266,266,2014/9/23,0.283511384,29829733124,241703.5845,431.91,1765648.08,81104,12703948.85,266
267,267,2014/9/24,0.285509256,29829733124,241703.5845,408.08,1964038.526,74974,6189931.289,267
268,268,2014/9/25,0.266941311,29829733124,241703.5845,423.68,1548445.08,73278,6001795.802,268
269,269,2014/9/26,0.294388376,34661425924,220547.69,400.74,1286776.14,66942,2409099.758,269
270,270,2014/9/27,0.293733865,34661425924,239501.0072,380,1451282.779,62973,3971546.275,270
271,271,2014/9/28,0.291024802,34661425924,239501.0072,400.39,1321894.34,73283,2177480.976,271
272,272,2014/9/29,0.290167583,34661425924,261900.3819,382.67,1458738.04,78590,5461742.926,272
273,273,2014/9/30,0.297150699,34661425924,249839.1801,385.27,1640655.87,78006,7052814.382,273
274,274,2014/10/1,0.276740577,34661425924,249839.1801,390.18,1394779.35,74630,5593043.014,274
275,275,2014/10/2,0.27812744,34661425924,242947.0648,363.75,1286220,72698,5568420.739,275
276,276,2014/10/3,0.289027129,34661425924,246393.1225,336,1517310.193,75121,9352563.977,276
277,277,2014/10/4,0.227524784,34661425924,246393.1225,358.9,1310061.87,66673,7318369.379,277
278,278,2014/10/5,0.266133547,34661425924,275684.6125,331.2,1328774.4,75126,28089071.53,278
279,279,2014/10/6,0.280036702,34661425924,260177.3531,330.7,1486380.208,78049,8268087.292,279
280,280,2014/10/7,0.332106379,34661425924,260177.3531,327.61,1138502.88,80324,22795539.52,280
281,281,2014/10/8,0.28676258,35002482026,247077.5603,378.94,1350163.22,78944,15131487.59,281
282,282,2014/10/9,0.300559547,35002482026,276657.2683,358.97,1540765.373,82789,11248182.13,282
283,283,2014/10/10,0.241157785,35002482026,276657.2683,363.61,1290564.15,65724,17386292.13,283
284,284,2014/10/11,0.26744617,35002482026,257517.4572,364.83,1353884.13,63946,3761063.583,284
285,285,2014/10/12,0.286207486,35002482026,266217.3713,381.46,1597326.642,63509,8081594.465,285
286,286,2014/10/13,0.330927004,35002482026,266217.3713,380.8,1446969.57,81491,5406042.432,286
287,287,2014/10/14,0.29012019,35002482026,255777.4744,394,1452678,77131,8751642.324,287
288,288,2014/10/15,0.297119046,35002482026,260997.4229,378.02,1705973.775,76257,6974276.305,288
